REG_ANS;CNPJ;RazaoSocial;Ano;Trimestre;ValorDespesas
342084;;;2025;3;35923.35
342084;;;2025;3;44271.31
342084;;;2025;3;5886760.08
342157;;;2025;3;42374.89
342157;;;2025;3;2139017.84
342157;;;2025;3;54979.9
342157;;;2025;3;642.68
342157;;;2025;3;50838.33
342157;;;2025;3;137319.67
342157;;;2025;3;176200.39
342157;;;2025;3;1071842.96
342157;;;2025;3;1169647.25
342157;;;2025;3;830834.33
342157;;;2025;3;101250.88
343765;;;2025;3;2233057.14
343765;;;2025;3;797251.84
343765;;;2025;3;141387.05
343765;;;2025;3;696844.35
343765;;;2025;3;1029632.55
343765;;;2025;3;24370.45
343765;;;2025;3;5543.32
343765;;;2025;3;2030776.19
343765;;;2025;3;75174.68
343765;;;2025;3;192212.51
345776;;;2025;3;939924.55
345776;;;2025;3;479970.74
345776;;;2025;3;2500.0
345776;;;2025;3;52470.61
345776;;;2025;3;344452.43
345776;;;2025;3;282431.5
345776;;;2025;3;2950.0
345776;;;2025;3;3424.0
345776;;;2025;3;16344.54
345776;;;2025;3;3779.44
345776;;;2025;3;123156.46
345776;;;2025;3;100.0
345776;;;2025;3;52088.52
345776;;;2025;3;834.0
345776;;;2025;3;149909.0
345776;;;2025;3;408.0
345776;;;2025;3;65172.5
345776;;;2025;3;1176.0
345776;;;2025;3;12295.44
345776;;;2025;3;157.5
345776;;;2025;3;16140.5
345776;;;2025;3;27715.32
345776;;;2025;3;13499752.92
345776;;;2025;3;16493.11
345776;;;2025;3;312.18
345776;;;2025;3;5173953.81
345776;;;2025;3;89842.12
345776;;;2025;3;586388.31
345776;;;2025;3;1855575.75
345776;;;2025;3;3928.62
345776;;;2025;3;6871365.13
345776;;;2025;3;2604.98
345776;;;2025;3;3152078.77
345776;;;2025;3;386.5
345776;;;2025;3;223598.7
345776;;;2025;3;43698.83
345776;;;2025;3;4603.62
345776;;;2025;3;236762.35
345776;;;2025;3;15873.68
345776;;;2025;3;42742.22
345776;;;2025;3;192.71
345776;;;2025;3;68.0
345776;;;2025;3;67352.85
346926;;;2025;3;2513.74
346926;;;2025;3;167811.08
346926;;;2025;3;57415287.69
346926;;;2025;3;563.29
346926;;;2025;3;58459.78
346926;;;2025;3;31614779.04
346926;;;2025;3;1072776.41
348244;;;2025;3;9842.61
348244;;;2025;3;14317.01
348244;;;2025;3;1627279.34
348244;;;2025;3;24348134.14
348295;;;2025;3;5872507.86
348295;;;2025;3;50812479.68
348295;;;2025;3;50726717.29
348295;;;2025;3;3973821.35
348295;;;2025;3;231625799.39
348295;;;2025;3;150277439.31
348295;;;2025;3;156097.1
348295;;;2025;3;1652735.69
348295;;;2025;3;8661726.52
348295;;;2025;3;86980.27
348295;;;2025;3;38751436.17
348295;;;2025;3;212.52
348295;;;2025;3;1700921.37
325571;;;2025;3;4972772.35
325571;;;2025;3;20225390.97
325571;;;2025;3;4947858.9
325571;;;2025;3;22582178.72
325571;;;2025;3;3531831.97
325571;;;2025;3;83873.0
325571;;;2025;3;1039.52
325571;;;2025;3;3863503.57
325571;;;2025;3;480772.67
325571;;;2025;3;2305053.99
326305;;;2025;3;19268469.79
326305;;;2025;3;3670.0
326305;;;2025;3;889392.83
326305;;;2025;3;287147.05
326305;;;2025;3;4189566.67
326305;;;2025;3;41311628.27
326305;;;2025;3;6589.02
326305;;;2025;3;4535.88
326305;;;2025;3;2699729.19
326305;;;2025;3;3034912.57
326305;;;2025;3;225447117.94
326305;;;2025;3;506629438.04
326305;;;2025;3;4028740.16
327352;;;2025;3;5464815.37
327352;;;2025;3;80866.76
327352;;;2025;3;789037.84
327352;;;2025;3;409409.79
327352;;;2025;3;805763.64
327352;;;2025;3;43219.03
327352;;;2025;3;4320382.79
327352;;;2025;3;164723.32
327352;;;2025;3;413564.91
327352;;;2025;3;32143.87
327689;;;2025;3;9070.34
327689;;;2025;3;8666.65
327689;;;2025;3;10633.66
327689;;;2025;3;3032.75
327689;;;2025;3;6091.52
327689;;;2025;3;7825.03
327689;;;2025;3;7665993.85
327689;;;2025;3;7396785.75
327689;;;2025;3;2870420.08
327689;;;2025;3;300.0
327689;;;2025;3;4824.22
327689;;;2025;3;506985.63
327689;;;2025;3;40142.87
327689;;;2025;3;312158.92
327689;;;2025;3;6680.55
327689;;;2025;3;280598.13
327689;;;2025;3;436731.68
327689;;;2025;3;70929.35
327689;;;2025;3;14947.65
327689;;;2025;3;35727.32
328308;;;2025;3;78333.42
328308;;;2025;3;616.0
328308;;;2025;3;5231.0
328308;;;2025;3;99405.19
328308;;;2025;3;796885.02
328308;;;2025;3;56213.73
328308;;;2025;3;26177.47
328308;;;2025;3;998471.95
328308;;;2025;3;42.69
328308;;;2025;3;41.1
328308;;;2025;3;7.0
328308;;;2025;3;36.75
328308;;;2025;3;207014.35
328308;;;2025;3;3723343.84
328308;;;2025;3;4399856.88
328308;;;2025;3;7265.84
328308;;;2025;3;1703371.84
328308;;;2025;3;36220.14
328308;;;2025;3;21946.05
328308;;;2025;3;110328.61
328308;;;2025;3;380888.72
328308;;;2025;3;32074.38
328308;;;2025;3;45170.62
328308;;;2025;3;6859.37
328308;;;2025;3;51190.62
328308;;;2025;3;3840.3
328308;;;2025;3;19719.49
333689;;;2025;3;191258935.67
333689;;;2025;3;391852450.89
333689;;;2025;3;318859700.08
333689;;;2025;3;549088.55
333689;;;2025;3;673788.14
333689;;;2025;3;139843496.52
333689;;;2025;3;93490227.59
333689;;;2025;3;81896778.9
333689;;;2025;3;22262739.78
333689;;;2025;3;174742.43
333689;;;2025;3;1127539.42
333689;;;2025;3;364971.6
334511;;;2025;3;8024704.29
334847;;;2025;3;1725.07
334847;;;2025;3;1332697.65
334847;;;2025;3;180811.47
334847;;;2025;3;210559.72
334847;;;2025;3;254242.86
334847;;;2025;3;224440.29
334847;;;2025;3;11770.31
334847;;;2025;3;78417.5
334847;;;2025;3;110682.27
334847;;;2025;3;720140.19
334847;;;2025;3;158962.23
334847;;;2025;3;996167.98
334847;;;2025;3;760528.07
334847;;;2025;3;73783.32
334847;;;2025;3;3275928.18
334847;;;2025;3;96909.4
334847;;;2025;3;21137.46
334847;;;2025;3;519803.33
334847;;;2025;3;46423.56
334847;;;2025;3;125831.79
334847;;;2025;3;4513.81
334847;;;2025;3;22208.62
334847;;;2025;3;51529.26
334847;;;2025;3;325547.65
334847;;;2025;3;39852.39
334847;;;2025;3;721976.0
334847;;;2025;3;991824.33
337188;;;2025;3;31211.69
337188;;;2025;3;144491.86
337188;;;2025;3;2345.04
337188;;;2025;3;1873786.77
338648;;;2025;3;144454715.31
338648;;;2025;3;2805816.51
338648;;;2025;3;8614942.4
338648;;;2025;3;281793.64
338648;;;2025;3;1749.33
338648;;;2025;3;649825.47
338648;;;2025;3;1782457.56
338648;;;2025;3;37283.83
338648;;;2025;3;726672.14
342084;;;2025;3;11088.72
342084;;;2025;3;1677425.76
342084;;;2025;3;518819.65
342084;;;2025;3;15594549.84
342084;;;2025;3;46506.37
342084;;;2025;3;31194090.42
342084;;;2025;3;14971.95
342084;;;2025;3;22876937.72
342084;;;2025;3;460467.82
342084;;;2025;3;13840625.48
342084;;;2025;3;41275.78
342084;;;2025;3;27685680.39
342084;;;2025;3;13288.05
342084;;;2025;3;20303960.71
342084;;;2025;3;15487.79
342084;;;2025;3;11578992.88
342084;;;2025;3;35.67
342084;;;2025;3;26669.81
342084;;;2025;3;353205.21
342084;;;2025;3;15278259.22
342084;;;2025;3;2174.02
342084;;;2025;3;26294535.17
342084;;;2025;3;23542.74
342084;;;2025;3;33014965.26
342084;;;2025;3;413474.17
342084;;;2025;3;15223358.93
342084;;;2025;3;7207.35
342084;;;2025;3;28616898.27
342084;;;2025;3;100544.66
342084;;;2025;3;50593584.21
342084;;;2025;3;16147.42
342084;;;2025;3;64793.51
342084;;;2025;3;900.0
342084;;;2025;3;400.0
342084;;;2025;3;2220.0
342084;;;2025;3;3680.0
342084;;;2025;3;385607.31
342084;;;2025;3;1700141.61
342084;;;2025;3;1139830.68
342084;;;2025;3;5321.56
342084;;;2025;3;1943586.16
342084;;;2025;3;679.32
342084;;;2025;3;702311.97
342084;;;2025;3;2657760.27
342084;;;2025;3;6867.64
343269;;;2025;3;161303.75
343269;;;2025;3;138384.9
343269;;;2025;3;875663.96
343269;;;2025;3;68248914.61
343269;;;2025;3;212805.45
343269;;;2025;3;83975.49
343269;;;2025;3;1099769.62
343269;;;2025;3;87639689.2
343269;;;2025;3;25607961.82
343269;;;2025;3;75248020.19
343269;;;2025;3;1257104.29
343269;;;2025;3;42508803.16
343269;;;2025;3;709968.57
343269;;;2025;3;43686113.44
343269;;;2025;3;22404.33
343269;;;2025;3;24231.3
343269;;;2025;3;539928.25
343269;;;2025;3;28918173.96
343269;;;2025;3;25478319.13
343269;;;2025;3;60916147.73
345318;;;2025;3;392004.2
345318;;;2025;3;6607049.15
345318;;;2025;3;279060.39
345318;;;2025;3;2910058.7
345318;;;2025;3;145660.05
324566;;;2025;3;640.6
324566;;;2025;3;47938637.47
324566;;;2025;3;707858.58
324566;;;2025;3;3204622.1
324566;;;2025;3;5168.06
324566;;;2025;3;5418173.46
324566;;;2025;3;524.22
324566;;;2025;3;54384.69
324566;;;2025;3;497.44
324566;;;2025;3;213925.31
324566;;;2025;3;435.94
324566;;;2025;3;476188.81
324566;;;2025;3;2736573.33
324566;;;2025;3;1246987.79
324566;;;2025;3;3443533.37
324566;;;2025;3;2101.0
324566;;;2025;3;27938.44
324566;;;2025;3;200957.7
324566;;;2025;3;288891.26
325082;;;2025;3;131755.17
325082;;;2025;3;527869.89
325082;;;2025;3;39709.38
325082;;;2025;3;624.02
325082;;;2025;3;2609.13
325082;;;2025;3;60924.03
326755;;;2025;3;5502540.79
326755;;;2025;3;42856956.98
326755;;;2025;3;9027231.22
326755;;;2025;3;385073.39
326755;;;2025;3;30105545.46
326755;;;2025;3;402806.35
326755;;;2025;3;2126850.5
326755;;;2025;3;60.85
326755;;;2025;3;323492.56
326755;;;2025;3;25777.25
326755;;;2025;3;1170260.39
326755;;;2025;3;78729.86
326755;;;2025;3;1718647.4
326755;;;2025;3;257369.41
326755;;;2025;3;4691.17
326755;;;2025;3;901970.13
328537;;;2025;3;1334197.34
330108;;;2025;3;1179475.06
330108;;;2025;3;19012807.29
330108;;;2025;3;27714.41
330281;;;2025;3;39663051.74
330281;;;2025;3;143273.34
331872;;;2025;3;162755.05
331872;;;2025;3;65548.15
331872;;;2025;3;656898.89
331872;;;2025;3;63485.44
331872;;;2025;3;187019.95
331872;;;2025;3;302552.15
331872;;;2025;3;87699.73
333051;;;2025;3;7271.77
333051;;;2025;3;14232824.4
333051;;;2025;3;595.0
333051;;;2025;3;15917.67
333051;;;2025;3;5530.93
333051;;;2025;3;78218.77
333051;;;2025;3;62998.49
333051;;;2025;3;6632915.6
333051;;;2025;3;878744.37
333051;;;2025;3;5153474.97
333051;;;2025;3;484.78
333051;;;2025;3;6513.76
333051;;;2025;3;4983.73
333051;;;2025;3;39672.04
333051;;;2025;3;2300946.25
333051;;;2025;3;1404656.92
333051;;;2025;3;22694674.09
333051;;;2025;3;6060285.34
333051;;;2025;3;61086051.53
333051;;;2025;3;41964623.45
333051;;;2025;3;427363.5
333051;;;2025;3;4555921.77
333051;;;2025;3;3649300.59
333051;;;2025;3;19476413.32
